timestamp,symbol,price
2026-01-16T13:30:26.900522,AAPL,184.91
2026-01-16T13:30:26.911042,AAPL,187.03
2026-01-16T13:30:26.921724,AAPL,186.75
2026-01-16T13:30:26.932202,AAPL,190.45
2026-01-16T13:30:26.942855,AAPL,191.2
2026-01-16T13:30:26.953490,AAPL,191.04
2026-01-16T13:30:26.964039,AAPL,192.73
2026-01-16T13:30:26.974268,AAPL,198.57
2026-01-16T13:30:26.984591,AAPL,196.3
2026-01-16T13:30:26.994940,AAPL,198.34
2026-01-16T13:30:27.005135,AAPL,194.42
2026-01-16T13:30:27.015800,AAPL,195.16
2026-01-16T13:30:27.026443,AAPL,199.03
2026-01-16T13:30:27.036974,AAPL,196.04
2026-01-16T13:30:27.047566,AAPL,202.26
2026-01-16T13:30:27.058105,AAPL,194.39
2026-01-16T13:30:27.068224,AAPL,198.23
2026-01-16T13:30:27.078492,AAPL,199.44
2026-01-16T13:30:27.088631,AAPL,204.52
2026-01-16T13:30:27.098783,AAPL,202.51
2026-01-16T13:30:27.109322,AAPL,201.57
2026-01-16T13:30:27.119740,AAPL,202.56
2026-01-16T13:30:27.129870,AAPL,209.84
2026-01-16T13:30:27.140063,AAPL,205.75
2026-01-16T13:30:27.150365,AAPL,202.05
2026-01-16T13:30:27.160914,AAPL,206.12
2026-01-16T13:30:27.171077,AAPL,209.36
2026-01-16T13:30:27.181632,AAPL,213.33
2026-01-16T13:30:27.191957,AAPL,218.98
2026-01-16T13:30:27.202103,AAPL,220.76
2026-01-16T13:30:27.212239,AAPL,213.3
2026-01-16T13:30:27.222923,AAPL,210.88
2026-01-16T13:30:27.233233,AAPL,221.1
2026-01-16T13:30:27.243650,AAPL,223.15
2026-01-16T13:30:27.253907,AAPL,229.72
2026-01-16T13:30:27.264489,AAPL,238.28
2026-01-16T13:30:27.274799,AAPL,228.8
2026-01-16T13:30:27.285420,AAPL,235.25
2026-01-16T13:30:27.295661,AAPL,238.25
2026-01-16T13:30:27.305786,AAPL,245.1
2026-01-16T13:30:27.315997,AAPL,239.44
2026-01-16T13:30:27.326182,AAPL,235.09
2026-01-16T13:30:27.336309,AAPL,235.55
2026-01-16T13:30:27.346567,AAPL,232.58
2026-01-16T13:30:27.357014,AAPL,236.23
2026-01-16T13:30:27.367276,AAPL,240.74
2026-01-16T13:30:27.377868,AAPL,234.01
2026-01-16T13:30:27.388133,AAPL,231.56
2026-01-16T13:30:27.398383,AAPL,226.64
2026-01-16T13:30:27.408650,AAPL,230.86
2026-01-16T13:30:27.418840,AAPL,236.48
2026-01-16T13:30:27.429036,AAPL,241.48
2026-01-16T13:30:27.439687,AAPL,237.22
2026-01-16T13:30:27.449837,AAPL,236.74
2026-01-16T13:30:27.460382,AAPL,234.88
2026-01-16T13:30:27.470584,AAPL,236.69
2026-01-16T13:30:27.480734,AAPL,230.86
2026-01-16T13:30:27.491051,AAPL,229.24
2026-01-16T13:30:27.501669,AAPL,229.78
2026-01-16T13:30:27.512229,AAPL,216.58
2026-01-16T13:30:27.522433,AAPL,219.12
2026-01-16T13:30:27.533196,AAPL,216.85
2026-01-16T13:30:27.543330,AAPL,220.14
2026-01-16T13:30:27.553457,AAPL,225.36
2026-01-16T13:30:27.563970,AAPL,227.73
2026-01-16T13:30:27.574187,AAPL,224.87
2026-01-16T13:30:27.584498,AAPL,224.9
2026-01-16T13:30:27.594816,AAPL,221.65
2026-01-16T13:30:27.605247,AAPL,222.76
2026-01-16T13:30:27.615458,AAPL,231.23
2026-01-16T13:30:27.625649,AAPL,229.87
2026-01-16T13:30:27.636089,AAPL,241.66
2026-01-16T13:30:27.646366,AAPL,236.97
2026-01-16T13:30:27.656499,AAPL,232.06
2026-01-16T13:30:27.666706,AAPL,226.77
2026-01-16T13:30:27.676845,AAPL,229.0
2026-01-16T13:30:27.687303,AAPL,231.11
2026-01-16T13:30:27.697849,AAPL,240.44
2026-01-16T13:30:27.708415,AAPL,235.14
2026-01-16T13:30:27.718642,AAPL,235.18
2026-01-16T13:30:27.728838,AAPL,238.69
2026-01-16T13:30:27.739516,AAPL,245.65
2026-01-16T13:30:27.749787,AAPL,239.19
2026-01-16T13:30:27.760300,AAPL,245.6
2026-01-16T13:30:27.770522,AAPL,245.94
2026-01-16T13:30:27.780867,AAPL,249.72
2026-01-16T13:30:27.791157,AAPL,253.22
2026-01-16T13:30:27.801363,AAPL,255.85
2026-01-16T13:30:27.811868,AAPL,250.91
2026-01-16T13:30:27.822121,AAPL,253.12
2026-01-16T13:30:27.832671,AAPL,244.25
2026-01-16T13:30:27.842840,AAPL,242.32
2026-01-16T13:30:27.853081,AAPL,245.03
2026-01-16T13:30:27.863593,AAPL,243.62
2026-01-16T13:30:27.874097,AAPL,246.27
2026-01-16T13:30:27.884296,AAPL,247.85
2026-01-16T13:30:27.894471,AAPL,249.45
2026-01-16T13:30:27.904672,AAPL,250.95
2026-01-16T13:30:27.914842,AAPL,256.34
2026-01-16T13:30:27.924963,AAPL,254.14
2026-01-16T13:30:27.935486,AAPL,258.63
2026-01-16T13:30:27.946010,AAPL,261.59
2026-01-16T13:30:27.956243,AAPL,262.98
2026-01-16T13:30:27.966395,AAPL,267.02
2026-01-16T13:30:27.976776,AAPL,268.37
2026-01-16T13:30:27.986939,AAPL,267.83
2026-01-16T13:30:27.997165,AAPL,274.34
2026-01-16T13:30:28.007751,AAPL,280.37
2026-01-16T13:30:28.017862,AAPL,278.29
2026-01-16T13:30:28.028024,AAPL,269.33
2026-01-16T13:30:28.038546,AAPL,258.81
2026-01-16T13:30:28.049033,AAPL,257.03
2026-01-16T13:30:28.059624,AAPL,256.85
2026-01-16T13:30:28.069977,AAPL,262.22
2026-01-16T13:30:28.080352,AAPL,271.87
2026-01-16T13:30:28.090556,AAPL,273.24
2026-01-16T13:30:28.100923,AAPL,276.37
2026-01-16T13:30:28.111226,AAPL,276.77
2026-01-16T13:30:28.121835,AAPL,275.42
2026-01-16T13:30:28.131986,AAPL,277.33
2026-01-16T13:30:28.142143,AAPL,276.18
2026-01-16T13:30:28.153074,AAPL,274.1
2026-01-16T13:30:28.163595,AAPL,261.85
2026-01-16T13:30:28.174059,AAPL,257.52
2026-01-16T13:30:28.184335,AAPL,259.87
2026-01-16T13:30:28.194741,AAPL,252.62
2026-01-16T13:30:28.205304,AAPL,249.5
2026-01-16T13:30:28.215540,AAPL,256.29
2026-01-16T13:30:28.226011,AAPL,254.8
2026-01-16T13:30:28.236525,AAPL,253.29
2026-01-16T13:30:28.246732,AAPL,250.18
2026-01-16T13:30:28.257086,AAPL,247.42
2026-01-16T13:30:28.267193,AAPL,237.66
2026-01-16T13:30:28.277509,AAPL,242.0
2026-01-16T13:30:28.287706,AAPL,246.31
2026-01-16T13:30:28.297877,AAPL,242.15
2026-01-16T13:30:28.308075,AAPL,236.13
2026-01-16T13:30:28.318493,AAPL,231.26
2026-01-16T13:30:28.328634,AAPL,228.19
2026-01-16T13:30:28.339147,AAPL,226.01
2026-01-16T13:30:28.349735,AAPL,222.66
2026-01-16T13:30:28.360263,AAPL,220.39
2026-01-16T13:30:28.370411,AAPL,219.75
2026-01-16T13:30:28.380790,AAPL,216.08
2026-01-16T13:30:28.391208,AAPL,222.09
2026-01-16T13:30:28.401444,AAPL,223.2
2026-01-16T13:30:28.412110,AAPL,226.01
2026-01-16T13:30:28.422600,AAPL,222.02
2026-01-16T13:30:28.433160,AAPL,222.46
2026-01-16T13:30:28.443346,AAPL,221.07
2026-01-16T13:30:28.454013,AAPL,218.71
2026-01-16T13:30:28.464406,AAPL,220.93
2026-01-16T13:30:28.474552,AAPL,229.24
2026-01-16T13:30:28.484877,AAPL,236.79
2026-01-16T13:30:28.495174,AAPL,236.79
2026-01-16T13:30:28.505258,AAPL,233.69
2026-01-16T13:30:28.515592,AAPL,240.11
2026-01-16T13:30:28.526006,AAPL,241.06
2026-01-16T13:30:28.536373,AAPL,241.11
2026-01-16T13:30:28.546668,AAPL,241.65
2026-01-16T13:30:28.557138,AAPL,237.86
2026-01-16T13:30:28.567569,AAPL,247.86
2026-01-16T13:30:28.577747,AAPL,249.6
2026-01-16T13:30:28.588136,AAPL,246.83
2026-01-16T13:30:28.598422,AAPL,243.27
2026-01-16T13:30:28.608918,AAPL,246.3
2026-01-16T13:30:28.619226,AAPL,248.79
2026-01-16T13:30:28.629522,AAPL,246.05
2026-01-16T13:30:28.639844,AAPL,250.18
2026-01-16T13:30:28.649963,AAPL,245.94
2026-01-16T13:30:28.660307,AAPL,247.66
2026-01-16T13:30:28.670880,AAPL,243.35
2026-01-16T13:30:28.681477,AAPL,239.67
2026-01-16T13:30:28.692104,AAPL,236.35
2026-01-16T13:30:28.702454,AAPL,242.27
2026-01-16T13:30:28.712706,AAPL,243.86
2026-01-16T13:30:28.723084,AAPL,236.94
2026-01-16T13:30:28.733212,AAPL,242.98
2026-01-16T13:30:28.743370,AAPL,233.16
2026-01-16T13:30:28.753635,AAPL,232.0
2026-01-16T13:30:28.764225,AAPL,226.23
2026-01-16T13:30:28.774808,AAPL,229.82
2026-01-16T13:30:28.785304,AAPL,228.58
2026-01-16T13:30:28.795919,AAPL,230.14
2026-01-16T13:30:28.806293,AAPL,231.1
2026-01-16T13:30:28.816565,AAPL,230.58
2026-01-16T13:30:28.827163,AAPL,231.4
2026-01-16T13:30:28.837739,AAPL,235.29
2026-01-16T13:30:28.847886,AAPL,239.64
2026-01-16T13:30:28.858423,AAPL,241.05
2026-01-16T13:30:28.869046,AAPL,243.4
2026-01-16T13:30:28.879347,AAPL,237.72
2026-01-16T13:30:28.889935,AAPL,238.45
2026-01-16T13:30:28.900068,AAPL,233.52
2026-01-16T13:30:28.910603,AAPL,241.9
2026-01-16T13:30:28.920792,AAPL,249.07
2026-01-16T13:30:28.931353,AAPL,247.88
2026-01-16T13:30:28.941963,AAPL,248.11
2026-01-16T13:30:28.952120,AAPL,239.19
2026-01-16T13:30:28.962556,AAPL,238.88
2026-01-16T13:30:28.973077,AAPL,241.21
2026-01-16T13:30:28.983470,AAPL,239.28
2026-01-16T13:30:28.993807,AAPL,241.0
2026-01-16T13:30:29.004118,AAPL,239.93
2026-01-16T13:30:29.014469,AAPL,235.4
2026-01-16T13:30:29.024930,AAPL,233.87
2026-01-16T13:30:29.035435,AAPL,235.23
2026-01-16T13:30:29.045694,AAPL,244.1
2026-01-16T13:30:29.056215,AAPL,254.65
2026-01-16T13:30:29.066558,AAPL,259.91
2026-01-16T13:30:29.077167,AAPL,257.3
2026-01-16T13:30:29.087776,AAPL,261.81
2026-01-16T13:30:29.098407,AAPL,270.59
2026-01-16T13:30:29.108940,AAPL,268.32
2026-01-16T13:30:29.119605,AAPL,269.64
2026-01-16T13:30:29.130132,AAPL,279.23
2026-01-16T13:30:29.140267,AAPL,282.55
2026-01-16T13:30:29.150865,AAPL,276.74
2026-01-16T13:30:29.161376,AAPL,286.18
2026-01-16T13:30:29.171684,AAPL,284.13
2026-01-16T13:30:29.182163,AAPL,286.04
2026-01-16T13:30:29.192290,AAPL,279.23
2026-01-16T13:30:29.202883,AAPL,282.54
2026-01-16T13:30:29.213071,AAPL,285.33
2026-01-16T13:30:29.223654,AAPL,282.04
2026-01-16T13:30:29.234196,AAPL,276.76
2026-01-16T13:30:29.244547,AAPL,273.37
2026-01-16T13:30:29.254858,AAPL,266.39
2026-01-16T13:30:29.265075,AAPL,268.56
2026-01-16T13:30:29.275296,AAPL,262.36
2026-01-16T13:30:29.285550,AAPL,259.51
2026-01-16T13:30:29.295727,AAPL,257.37
2026-01-16T13:30:29.306259,AAPL,262.84
2026-01-16T13:30:29.316829,AAPL,256.73
2026-01-16T13:30:29.327424,AAPL,259.72
2026-01-16T13:30:29.337961,AAPL,253.28
2026-01-16T13:30:29.348142,AAPL,260.28
2026-01-16T13:30:29.358664,AAPL,262.2
2026-01-16T13:30:29.369272,AAPL,264.25
2026-01-16T13:30:29.379843,AAPL,266.53
2026-01-16T13:30:29.390341,AAPL,263.81
2026-01-16T13:30:29.400480,AAPL,260.5
2026-01-16T13:30:29.411031,AAPL,247.8
2026-01-16T13:30:29.421212,AAPL,248.81
2026-01-16T13:30:29.431791,AAPL,249.18
2026-01-16T13:30:29.441992,AAPL,239.3
2026-01-16T13:30:29.452187,AAPL,239.73
2026-01-16T13:30:29.462717,AAPL,242.88
2026-01-16T13:30:29.472869,AAPL,239.47
2026-01-16T13:30:29.483418,AAPL,248.0
2026-01-16T13:30:29.493765,AAPL,243.04
2026-01-16T13:30:29.504028,AAPL,239.99
2026-01-16T13:30:29.514558,AAPL,233.35
2026-01-16T13:30:29.524693,AAPL,225.74
2026-01-16T13:30:29.535257,AAPL,228.92
2026-01-16T13:30:29.545890,AAPL,224.45
2026-01-16T13:30:29.556429,AAPL,219.85
2026-01-16T13:30:29.567045,AAPL,220.42
2026-01-16T13:30:29.577700,AAPL,227.45
2026-01-16T13:30:29.588235,AAPL,229.42
2026-01-16T13:30:29.598625,AAPL,225.63
2026-01-16T13:30:29.609052,AAPL,228.39
2026-01-16T13:30:29.619625,AAPL,221.46
2026-01-16T13:30:29.629965,AAPL,218.37
2026-01-16T13:30:29.640343,AAPL,211.02
2026-01-16T13:30:29.650645,AAPL,218.21
2026-01-16T13:30:29.660984,AAPL,218.85
2026-01-16T13:30:29.671243,AAPL,219.61
2026-01-16T13:30:29.681706,AAPL,213.43
2026-01-16T13:30:29.692139,AAPL,209.09
2026-01-16T13:30:29.702335,AAPL,213.56
2026-01-16T13:30:29.712873,AAPL,208.1
2026-01-16T13:30:29.723520,AAPL,201.1
2026-01-16T13:30:29.734094,AAPL,201.4
2026-01-16T13:30:29.744235,AAPL,202.99
2026-01-16T13:30:29.754482,AAPL,195.39
2026-01-16T13:30:29.765081,AAPL,193.62
2026-01-16T13:30:29.775509,AAPL,191.41
2026-01-16T13:30:29.785763,AAPL,187.66
2026-01-16T13:30:29.796038,AAPL,185.59
2026-01-16T13:30:29.806570,AAPL,188.59
2026-01-16T13:30:29.816701,AAPL,181.28
2026-01-16T13:30:29.826856,AAPL,186.71
2026-01-16T13:30:29.837032,AAPL,185.74
2026-01-16T13:30:29.847252,AAPL,186.78
2026-01-16T13:30:29.857780,AAPL,195.26
2026-01-16T13:30:29.867991,AAPL,193.27
