Datetime,Open,High,Low,Close,Volume,Symbol
2026-03-06 13:05:00,189.6,190.02,189.52,189.74,2126363,AAPL
2026-03-06 13:10:00,190.48,190.72,189.85,189.95,1745614,AAPL
2026-03-06 13:15:00,189.39,189.69,189.03,189.52,2431309,AAPL
2026-03-06 13:20:00,189.28,189.49,189.07,189.36,2297125,AAPL
2026-03-06 13:25:00,189.07,189.57,188.96,189.24,2266782,AAPL
2026-03-06 13:30:00,189.85,189.9,188.73,189.38,2014567,AAPL
2026-03-06 13:35:00,189.64,189.89,189.1,189.36,1455099,AAPL
2026-03-06 13:40:00,189.32,189.34,188.91,189.11,2021581,AAPL
2026-03-06 13:45:00,189.03,189.35,188.83,189.02,1211886,AAPL
2026-03-06 13:50:00,189.18,189.34,188.82,189.07,1978844,AAPL
2026-03-06 13:55:00,189.31,189.5,188.91,189.35,2028449,AAPL
2026-03-06 14:00:00,189.41,189.89,189.06,189.47,2554532,AAPL
2026-03-06 14:05:00,189.91,190.75,189.45,189.74,2489909,AAPL
2026-03-06 14:10:00,189.7,189.76,189.22,189.4,2540211,AAPL
2026-03-06 14:15:00,188.77,189.79,188.74,189.24,1398072,AAPL
2026-03-06 14:20:00,189.87,189.9,189.36,189.47,2327180,AAPL
2026-03-06 14:25:00,189.52,189.89,189.09,189.31,2619258,AAPL
2026-03-06 14:30:00,189.68,189.92,188.99,189.33,1689105,AAPL
2026-03-06 14:35:00,189.43,189.73,189.15,189.38,2327545,AAPL
2026-03-06 14:40:00,188.89,189.42,188.68,189.12,2122752,AAPL
2026-03-06 14:45:00,189.49,190.15,189.26,189.44,1544915,AAPL
2026-03-06 14:50:00,189.75,189.9,189.35,189.36,1394162,AAPL
2026-03-06 14:55:00,189.92,190.35,189.7,189.72,1482438,AAPL
2026-03-06 15:00:00,189.67,190.34,188.99,189.85,2371841,AAPL
2026-03-06 15:05:00,189.61,189.66,189.55,189.65,1943174,AAPL
2026-03-06 15:10:00,189.76,189.97,189.55,189.82,2640581,AAPL
2026-03-06 15:15:00,189.96,190.05,189.86,189.99,2501623,AAPL
2026-03-06 15:20:00,189.83,189.98,189.68,189.86,2061085,AAPL
2026-03-06 15:25:00,190.4,190.68,189.68,189.97,2523820,AAPL
2026-03-06 15:30:00,189.82,190.66,189.73,190.06,2700517,AAPL
2026-03-06 15:35:00,189.88,190.64,189.67,190.17,1680885,AAPL
2026-03-06 15:40:00,189.99,190.3,189.61,190.24,2507064,AAPL
2026-03-06 15:45:00,191.18,191.31,190.5,190.71,2722782,AAPL
2026-03-06 15:50:00,190.85,191.44,190.35,191.03,994548,AAPL
2026-03-06 15:55:00,191.32,191.5,191.18,191.28,1957222,AAPL
2026-03-09 09:30:00,191.96,192.06,191.19,191.86,2572761,AAPL
2026-03-09 09:35:00,191.77,192.07,191.28,191.99,1930010,AAPL
2026-03-09 09:40:00,192.12,192.28,191.97,192.07,3025660,AAPL
2026-03-09 09:45:00,191.93,192.32,191.76,191.93,1175798,AAPL
2026-03-09 09:50:00,191.78,192.22,191.67,191.87,2067015,AAPL
2026-03-09 09:55:00,191.76,191.94,191.68,191.88,1958380,AAPL
2026-03-09 10:00:00,191.74,192.1,191.7,192.08,2184589,AAPL
2026-03-09 10:05:00,192.49,192.68,191.97,192.43,2041677,AAPL
2026-03-09 10:10:00,192.91,193.07,191.95,192.51,1426015,AAPL
2026-03-09 10:15:00,192.49,192.81,192.31,192.49,1833204,AAPL
2026-03-09 10:20:00,192.17,192.64,191.93,192.32,1824124,AAPL
2026-03-09 10:25:00,191.87,192.32,191.85,192.05,2461733,AAPL
2026-03-09 10:30:00,192.33,192.47,192.2,192.4,1074801,AAPL
2026-03-09 10:35:00,192.58,193.03,192.0,192.37,3249908,AAPL
2026-03-09 10:40:00,192.53,192.8,192.17,192.25,2254959,AAPL
2026-03-09 10:45:00,191.88,192.39,191.38,192.15,1917258,AAPL
2026-03-09 10:50:00,192.3,192.43,192.04,192.39,2145964,AAPL
2026-03-09 10:55:00,192.48,193.15,192.35,192.58,1908495,AAPL
2026-03-09 11:00:00,193.22,193.55,192.8,192.94,857791,AAPL
2026-03-09 11:05:00,192.68,193.02,192.5,192.77,2035987,AAPL
2026-03-09 11:10:00,193.05,193.59,192.32,192.78,1794911,AAPL
2026-03-09 11:15:00,192.43,192.77,191.94,192.28,1928371,AAPL
