Datetime,Open,High,Low,Close,Volume,Symbol
2026-03-06 12:10:00,423.17,423.26,423.05,423.23,613703,MSFT
2026-03-06 12:15:00,423.13,423.25,422.54,422.74,1804523,MSFT
2026-03-06 12:20:00,422.75,422.78,422.04,422.65,3032246,MSFT
2026-03-06 12:25:00,422.67,423.0,422.46,422.69,2768188,MSFT
2026-03-06 12:30:00,423.05,423.24,422.68,423.0,2605572,MSFT
2026-03-06 12:35:00,423.44,423.83,423.11,423.3,1759486,MSFT
2026-03-06 12:40:00,423.66,423.98,423.16,423.2,2568445,MSFT
2026-03-06 12:45:00,423.14,423.32,423.01,423.13,2185027,MSFT
2026-03-06 12:50:00,422.6,423.36,422.57,422.86,1659910,MSFT
2026-03-06 12:55:00,422.64,422.78,422.11,422.51,1326641,MSFT
2026-03-06 13:00:00,422.22,422.27,422.04,422.08,2538871,MSFT
2026-03-06 13:05:00,422.34,422.79,422.23,422.57,2047175,MSFT
2026-03-06 13:10:00,422.43,422.53,422.42,422.44,1946347,MSFT
2026-03-06 13:15:00,422.19,422.58,422.11,422.33,1554542,MSFT
2026-03-06 13:20:00,421.79,422.11,421.74,422.02,3128361,MSFT
2026-03-06 13:25:00,422.07,422.5,421.85,422.21,1405527,MSFT
2026-03-06 13:30:00,421.96,422.32,421.01,421.81,2303159,MSFT
2026-03-06 13:35:00,421.41,421.89,421.2,421.76,2829775,MSFT
2026-03-06 13:40:00,421.75,421.88,421.33,421.53,1392961,MSFT
2026-03-06 13:45:00,421.54,421.71,421.43,421.63,2078351,MSFT
2026-03-06 13:50:00,421.62,421.72,421.27,421.5,1281104,MSFT
2026-03-06 13:55:00,421.48,421.69,421.01,421.21,1739405,MSFT
2026-03-06 14:00:00,420.83,421.34,420.69,421.2,2310179,MSFT
2026-03-06 14:05:00,421.45,421.45,421.03,421.31,2169982,MSFT
2026-03-06 14:10:00,421.32,421.37,421.26,421.32,1802575,MSFT
2026-03-06 14:15:00,421.35,421.74,421.26,421.4,1503438,MSFT
2026-03-06 14:20:00,421.41,421.48,421.23,421.24,2246918,MSFT
2026-03-06 14:25:00,421.28,421.75,421.09,421.15,2440089,MSFT
2026-03-06 14:30:00,420.64,421.1,419.97,420.98,1488746,MSFT
2026-03-06 14:35:00,420.9,421.4,420.6,420.89,1264082,MSFT
2026-03-06 14:40:00,421.02,421.07,420.52,420.69,1888662,MSFT
2026-03-06 14:45:00,420.19,420.74,420.1,420.26,1619253,MSFT
2026-03-06 14:50:00,420.47,420.82,419.86,420.3,2426275,MSFT
2026-03-06 14:55:00,420.08,420.54,419.85,420.2,2178146,MSFT
2026-03-06 15:00:00,419.44,419.9,419.2,419.79,2029462,MSFT
2026-03-06 15:05:00,419.87,420.15,419.44,419.91,2400148,MSFT
2026-03-06 15:10:00,419.62,419.75,419.1,419.68,2342250,MSFT
2026-03-06 15:15:00,419.77,419.81,419.24,419.7,2859794,MSFT
2026-03-06 15:20:00,420.06,420.24,419.25,419.88,2061860,MSFT
2026-03-06 15:25:00,419.88,419.94,419.6,419.91,630161,MSFT
2026-03-06 15:30:00,420.08,420.28,419.94,420.19,1291546,MSFT
2026-03-06 15:35:00,420.06,420.14,419.59,419.89,2157408,MSFT
2026-03-06 15:40:00,420.15,420.15,419.75,419.99,2039130,MSFT
2026-03-06 15:45:00,419.74,420.16,419.71,419.82,2097146,MSFT
2026-03-06 15:50:00,419.77,419.81,419.46,419.6,1517693,MSFT
2026-03-06 15:55:00,419.3,419.49,418.98,419.45,2410123,MSFT
2026-03-09 09:30:00,419.47,419.55,419.27,419.38,3010521,MSFT
2026-03-09 09:35:00,419.3,420.05,419.24,419.39,1974698,MSFT
2026-03-09 09:40:00,418.99,419.39,418.86,419.1,2090669,MSFT
2026-03-09 09:45:00,419.22,420.05,418.93,419.32,1603441,MSFT
2026-03-09 09:50:00,418.98,419.51,418.38,419.44,1730272,MSFT
2026-03-09 09:55:00,419.0,419.27,418.48,419.06,2497197,MSFT
2026-03-09 10:00:00,419.69,419.96,419.09,419.43,2248000,MSFT
2026-03-09 10:05:00,420.06,420.36,419.63,419.9,1787841,MSFT
2026-03-09 10:10:00,420.37,421.17,419.74,420.2,2276566,MSFT
2026-03-09 10:15:00,420.14,420.22,419.83,420.15,1825028,MSFT
2026-03-09 10:20:00,420.1,420.49,419.07,419.88,1963037,MSFT
2026-03-09 10:25:00,420.02,420.3,419.71,420.15,1961072,MSFT
2026-03-09 10:30:00,420.12,420.13,419.72,420.05,1882892,MSFT
2026-03-09 10:35:00,420.28,420.53,419.79,420.35,1216116,MSFT
2026-03-09 10:40:00,420.17,420.79,419.9,420.4,2687482,MSFT
2026-03-09 10:45:00,420.38,421.24,420.18,420.65,2087909,MSFT
2026-03-09 10:50:00,420.84,421.15,420.65,420.74,2871334,MSFT
2026-03-09 10:55:00,420.87,421.19,420.36,420.91,1555514,MSFT
2026-03-09 11:00:00,420.96,421.23,420.64,420.92,2706163,MSFT
2026-03-09 11:05:00,420.89,421.62,420.22,421.36,2200749,MSFT
2026-03-09 11:10:00,421.64,421.66,421.01,421.39,1707284,MSFT
2026-03-09 11:15:00,421.44,421.55,421.38,421.5,1945058,MSFT
2026-03-09 11:20:00,422.01,422.37,421.89,421.97,2759130,MSFT
2026-03-09 11:25:00,421.55,421.76,421.23,421.63,720407,MSFT
2026-03-09 11:30:00,421.55,421.74,421.26,421.31,2048160,MSFT
2026-03-09 11:35:00,421.74,421.82,421.35,421.55,2648922,MSFT
2026-03-09 11:40:00,420.79,421.27,420.38,421.26,1619213,MSFT
2026-03-09 11:45:00,422.15,422.16,421.69,421.75,1109218,MSFT
2026-03-09 11:50:00,421.5,421.7,421.39,421.64,2308443,MSFT
2026-03-09 11:55:00,421.46,421.62,421.32,421.46,1085129,MSFT
2026-03-09 12:00:00,421.94,422.17,421.76,421.94,1818070,MSFT
2026-03-09 12:05:00,422.15,422.64,422.11,422.31,2566539,MSFT
2026-03-09 12:10:00,422.38,422.97,422.04,422.77,2392478,MSFT
2026-03-09 12:15:00,422.89,423.14,422.82,423.0,2222696,MSFT
2026-03-09 12:20:00,422.71,423.7,422.54,422.79,2219521,MSFT
2026-03-09 12:25:00,423.22,423.59,423.11,423.26,2189617,MSFT
2026-03-09 12:30:00,423.1,423.26,422.82,423.2,1910705,MSFT
2026-03-09 12:35:00,423.09,423.52,422.8,423.4,2119051,MSFT
2026-03-09 12:40:00,423.35,423.81,423.32,423.63,1169650,MSFT
2026-03-09 12:45:00,423.62,423.73,423.07,423.59,1348378,MSFT
2026-03-09 12:50:00,423.87,424.14,423.71,423.75,2202380,MSFT
2026-03-09 12:55:00,424.02,424.12,423.59,423.98,1246500,MSFT
2026-03-09 13:00:00,424.21,424.32,424.01,424.07,1848875,MSFT
2026-03-09 13:05:00,423.72,424.17,423.67,423.8,2835471,MSFT
2026-03-09 13:10:00,423.86,423.87,423.65,423.87,1941262,MSFT
2026-03-09 13:15:00,424.3,424.41,424.07,424.2,2201632,MSFT
2026-03-09 13:20:00,423.85,424.11,423.6,424.03,2679974,MSFT
2026-03-09 13:25:00,423.97,424.4,423.66,423.99,1501893,MSFT
2026-03-09 13:30:00,423.64,423.98,423.33,423.88,1963856,MSFT
2026-03-09 13:35:00,424.23,424.81,424.14,424.35,839702,MSFT
2026-03-09 13:40:00,424.58,424.73,424.45,424.51,2224856,MSFT
2026-03-09 13:45:00,424.6,425.01,424.49,424.62,1527192,MSFT
2026-03-09 13:50:00,424.24,424.8,424.1,424.42,2048948,MSFT
2026-03-09 13:55:00,424.47,424.75,424.46,424.56,2539597,MSFT
2026-03-09 14:00:00,423.99,424.5,423.83,424.39,1057707,MSFT
2026-03-09 14:05:00,424.01,424.67,423.94,424.4,2196531,MSFT
2026-03-09 14:10:00,424.05,424.54,423.62,424.24,2198043,MSFT
2026-03-09 14:15:00,424.29,424.75,424.06,424.41,2433703,MSFT
2026-03-09 14:20:00,424.42,425.4,423.79,424.55,1194560,MSFT
2026-03-09 14:25:00,424.49,425.21,424.39,424.5,2474623,MSFT
2026-03-09 14:30:00,424.3,425.13,424.14,424.6,2545374,MSFT
2026-03-09 14:35:00,424.26,424.56,424.2,424.33,2540967,MSFT
